tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
3295,nan,Leonard Ho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3758,Truth or Death,nan,"In Georgia, a single father, Donald Ray Skinner, marries a beautiful single mother, Allene Hawkins, but they do not live happily ever after as the result of a deadly deception. ",8.0,3.0,2016-03-05,nan,0
4972,nan,James MacDonald,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1691,nan,Jay Chandrasekhar,nan,nan,nan,nan,directors,0
1560,nan,Lucio Manfredi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3630,nan,Ann Rollins,nan,nan,nan,nan,guestStars,0
2606,The Baptism,nan,"Larry can't believe that the Jewish man who is marrying Cheryl's sister is converting to Christianity. Richard Lewis accused Larry of stealing the outgoing message of his answering machine, and Larry accuses several passengers of stealing his airline tickets.",9.0,2.0,nan,nan,nan,2001-11-18,nan,2001-01-01,nan,nan,nan,3029,nan,Taborah Johnson,nan,nan,nan,nan,guestStars,0
5174,nan,Bete Mendes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5899,nan,Fernando Fern?n G?mez,nan,nan,nan,nan,actor,0
2096,nan,Nick De Ruiz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1549,Episode 8,nan,nan,8.0,2.0,2018-04-27,nan,0
29,Running with the Bulls,nan,Larry’s therapist accuses him of overstepping. Susie grows suspicious of Jeff. Larry bribes an usher at a funeral.,4.0,9.0,nan,nan,nan,2017-10-22,nan,2017-01-01,nan,nan,nan,3053,Episode 4,nan,Beverly is still besotted by John and helps him to destroy all the evidence of Simone's murder. Lucy plays with fire when she joins the local lads for a game of pool. Jo Jo wants to restart her relationship with Dr Kilbride.,4.0,2.0,1999-01-31,nan,0
4702,At the Edge of the Desert,nan,nan,2.0,8.0,nan,nan,nan,1960-09-25,nan,1960-01-01,nan,nan,nan,750,nan,William Froug,nan,nan,nan,nan,writers,0
911,Episode 4,nan,nan,4.0,2.0,nan,nan,nan,1964-10-22,nan,1964-01-01,nan,nan,nan,2250,nan,Meg Kelly,nan,nan,nan,nan,guestStars,0
1677,nan,C.B. Miller,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5340,Angel of Death,nan,nan,21.0,2.0,1961-03-06,nan,0
4375,Episode 9,nan,nan,9.0,1.0,nan,nan,nan,2019-02-10,nan,2019-01-01,nan,nan,nan,6656,nan,Maria Canals,nan,nan,nan,nan,guestStars,0
3874,Night of Terror: The Bega Schoolgirls,nan,"'Crime Investigation Australia explores the murders of two teenage girls near the NSW town of Bega in 1997.14-year-old Lauren Barry and 16-year-old Nichole Collins disappeared while walking towards home along the Snowy Mountains Highway. A huge manhunt by police and the girls’ families and friends failed to find any trace of them.The girls had been abducted by Leslie Camilleri and Lindsay Beckett who had a combined record of more than 200 convictions.The girls were driven several hundred kilometres across the border into Victoria during which they were repeatedly assaulted and raped, then tied-up and gagged before being murdered.This episode of CIA features detailed re-enactments and interviews with key figures, including the main investigating police from New South Wales and Victoria, and an exclusive interview with Nathan Barry, the brother of one of the murdered girls.",4.0,3.0,nan,nan,nan,2009-05-28,nan,2009-01-01,nan,nan,nan,2005,nan,Michael Williams,nan,nan,nan,nan,guestStars,0
796,nan,Jenny Slate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4102,The Lefty Call,nan,"Larry regrets getting Cha-Cha a job in his building when she monitors his bathroom habits, and runs into further problems with her when he has to make phone calls 'lefty'; the Blacks and Larry are fed up with Cheryl's environmentally conscious, but uncomfortable, toilet paper; a waiter objects to a doggie bag actually being prepared for a dog.",4.0,6.0,2007-09-30,nan,0
110,Thondimuthalum Driksakshiyum,nan,Prasad and Sreeja are a couple planning to set up a new life in Kasargod. On a bus journey they end up being robbed by a thief also named Prasad and this lands them up in a police station.,nan,nan,nan,nan,nan,2017-06-30,nan,2017-01-01,136,Comedy,nan,2024,nan,Dave Randolph-Mayhem Davis,nan,nan,nan,nan,guestStars,0
3260,Gourd Maker,nan,Mike Rowe cleans out a Connecticut lake and then turns gourds into artwork in Pennsylvania.,25.0,4.0,nan,nan,nan,2008-12-09,nan,2008-01-01,nan,nan,nan,304,Gourd Maker,nan,Mike Rowe cleans out a Connecticut lake and then turns gourds into artwork in Pennsylvania.,25.0,4.0,2008-12-09,nan,1
4026,?????????,nan,nan,21.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5597,nan,Noel de Sousa,nan,nan,nan,nan,guestStars,0
4299,nan,Jody Shapiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,Special Effects Artist,nan,"Mike exposes the fascinating secrets behind the dirty world of special effects. He explores this very strange world as he is transformed into a real life zombie by special effects artist, Toby Sells. Also, Mike gets dirty harvesting kelp.",15.0,3.0,2007-10-30,nan,0
1917,Slavery Routes,nan,nan,nan,nan,1.0,4.0,nan,2018-04-29,2018-04-29,2018-01-01,52,Documentary,FR,6514,The Predator: Leonard John Fraser.,nan,"Serial killer Leonard Fraser was suspected of killing at least five women over a 17 year period but took the complete truth about his life of crime to his grave. Fraser was convicted of the murders of three people, including a 9 year old girl and the manslaughter of another woman. ",9.0,2.0,2008-10-30,nan,0
3273,nan,Don Carlos Dunaway,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3385,G-A-- GAME N-I-- NIGHT,nan," When Maya insists that it’s time to meet Izzy, a reluctant JJ arranges a game night for his family and new girlfriend. Ray tries to help on the big night, but his attention to detail puts a major crimp in JJ’s evening. Meanwhile, Dylan and Kenneth let their appetites get the better of them.",15.0,3.0,2019-02-22,nan,0
4739,nan,Stephan Schmidt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4927,nan,Pat Collins,nan,nan,nan,nan,guestStars,0
5901,nan,Kathryn Bigelow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2095,nan,nan,nan,9.0,1.0,nan,nan,0
2326,nan,Carlo Francisco Manatad,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2006,nan,Ken Biller,nan,nan,nan,nan,writers,0
1546,nan,Kyle McNally,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2945,nan,Mikko Hypp?nen,nan,nan,nan,nan,guestStars,0
1839,Peru,nan,nan,4.0,3.0,nan,nan,nan,2016-10-11,nan,2016-01-01,nan,nan,nan,5428,Garbage Pit Technician,nan,"'Mike first heads off to Las Vegas to work at an old fashioned printing press making lithographs of himself for the official Dirty Jobs poster. Mike then goes to Lincoln, CA and helps make large scale terra cotta building sculpture pieces from recycled terra cotta sewer pipes. Finally, Mike visits a garbage processing plant in San Francisco where food and assorted scraps are passed through a rolling cylinder and ''digested'' to make a methane gas energy supply.",9.0,2.0,2006-06-27,nan,0
2350,Blood-stained Triangle,nan,"As Lupin attempts to woo Fujiko, she tells him about a jewel peacock at the bottom of a pyramid in Egypt. Meanwhile, Jigen, who is short on cash after being scammed, goes on a search for the peacock as well. Jigen soon finds himself fighting against not only Lupin, but the various traps set up by looters. After both Lupin and Jigen fall into a trap together, Fujiko appears revealing the peacock will appear if one of them dies in the trap. However, they both manage to escape by sacrificing some scorpions. The peacock reveals itself, but Fujiko is forced to give it up in order to escape from the pyramid.",5.0,1.0,nan,nan,nan,2012-05-03,nan,2012-01-01,nan,nan,nan,2105,nan,Anne Francis,nan,nan,nan,nan,guestStars,0
1687,nan,Cyril Hume,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4179,nan,Scotty Morrow,nan,nan,nan,nan,guestStars,0
1841,Bloodline,nan,"While trying to keep the Box of Orden out of Darken Rahl's hands, Richard learns something new about his ties to Zedd.",16.0,1.0,nan,nan,nan,2009-03-21,nan,2009-01-01,nan,nan,nan,1274,nan,Tom Gries,nan,nan,nan,nan,director,0
1749,nan,Behcet Karakiz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5947,nan,Edward J. Lakso,nan,nan,nan,nan,director,0
3613,Planet Electric,nan,"'A new restuarant in Electro City opens, Planet Electric. It's owned by Electro City's celebrities, DJ Mickus, Skip Ramsdale, and Ace Cooper. All the money earned goes to a man named Banks. Suddenly, as people were eating them, they get poisoned. Banks is the one behind this, Black Jack hired him. Ace, Skip, Mickus, and Banks are arrested. They go through a lie detector test. All answers were ''''no'''', but one of employees hired by Banks hacks into the lie dectector. When Ace's answer is negative, the alarm flased and Ace is arrested. Ace can't use his magic because he gets drugged once in a while. Cosmo gets mad, he goes to the restuarant to search for clues. While searching he hears Spade & Diamond talking about the secret of the food and that they plan to poison Banks next. Cosmo runs out while the police chase him. When he arrives at Banks' house, he gets knocked out and drugged. Meanwhile, Ace gains consciousness and escapes from jail. In the meantime, Cosmo is driving a car while drug",3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,152,Episode 6,nan,nan,6.0,1.0,2015-07-21,nan,0
891,Now a Brief Word,nan,nan,6.0,4.0,nan,nan,nan,1956-09-29,nan,1956-01-01,nan,nan,nan,310,nan,Wendell Jordan,nan,nan,nan,nan,guestStars,0
4731,Al Pitcher g?star,nan,nan,5.0,2.0,nan,nan,nan,2018-04-06,nan,2018-01-01,nan,nan,nan,3053,Episode 4,nan,Beverly is still besotted by John and helps him to destroy all the evidence of Simone's murder. Lucy plays with fire when she joins the local lads for a game of pool. Jo Jo wants to restart her relationship with Dr Kilbride.,4.0,2.0,1999-01-31,nan,0
4793,The Bellicose Proxy,nan,The Monarch and 21 play a deadly game of tutoring an inexperienced villain; a hot plate of danger is served up with a side of hilarity.,6.0,7.0,nan,nan,nan,2018-09-09,nan,2018-01-01,nan,nan,nan,4521,nan,Don Weis,nan,nan,nan,nan,director,0
5986,Episode 15,nan,nan,15.0,1.0,nan,nan,nan,2016-12-19,nan,2016-01-01,nan,nan,nan,4494,The Assassins,nan,"Just before the Tiki sails, two men plant a time bomb in the hold. The bomb is discovered and thrown overboard, but a big question still remains: which of Troy's four passengers was the bomb meant for?",9.0,3.0,1961-11-26,nan,0
3490,nan,Sulevi Peltola,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,438,F-A--FASHION 4 A--ALL,nan,"Maya and Melanie take their promising new fashion line to the 2019 Abilities Expo, only to walk into a room full of familiar and unfriendly faces. Ray accompanies JJ on an overnight college visit. Meanwhile, Dylan’s test scores lead her first to Mr. Powers’ office hours, then to a journey within.",13.0,3.0,2019-02-01,nan,0
1250,nan,Franco Nero,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7769,nan,Liz Benoit,nan,nan,nan,nan,guestStars,0
2025,Mixed Messages,nan,"Mary Jane meets a man online; Kara’s changes prove too much for Mark. Patrick learns that celebrating his sobriety is bigger than it just being about him, Kara and Mark figure out a way to effectively communicate and work together and Mary Jane admits her addiction.",4.0,1.0,nan,nan,nan,2014-02-04,nan,2014-01-01,nan,nan,nan,5942,Mixed Messages ,nan,"Mary Jane meets a man online; Kara’s changes prove too much for Mark. Patrick learns that celebrating his sobriety is bigger than it just being about him, Kara and Mark figure out a way to effectively communicate and work together and Mary Jane admits her addiction.",4.0,1.0,2014-02-04,nan,1
2387,Joe Pera Talks You to Sleep,nan,Joe Pera makes an honest attempt to talk you to sleep using mild jokes and low-key stories.,nan,nan,nan,nan,nan,2016-03-22,nan,2016-01-01,11,Animation,nan,5303,The Secret of the Trash House - Eyes Inside the Wall (3),nan,"Jin Hyuk tries to escape the clutches of Good Friend, who don't quite live up to their name. The hunt for the perpetrator continues, but he is not an easy target.",8.0,1.0,2017-02-12,nan,0
166,Der ?berfall,nan,nan,4.0,1.0,nan,nan,nan,2012-10-02,nan,2012-01-01,nan,nan,nan,1680,Special Guest: Anna Kontula,nan,nan,24.0,0.0,2013-10-16,nan,0
4205,nan,Y?ji Yamada,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,773,Sponge Bridge II ~ Kangaroo,nan,nan,40.0,1.0,2008-02-03,nan,0
4353,nan,Sonny Caldinez,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3326,nan,Bill Duke,nan,nan,nan,nan,director,0
2897,nan,Jacky Reynal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7414,Hitagi End - Part 5,nan,"'Kaiki learns from Tsubasa that strange phenomena have been happening in the town even before Shinobu arrived and because of that, Gaen was intending to have her become the new god of the Polar Shrine. However, because of Koyomi's interference, her plans have failed and Nadeko turned into a god instead. Tsubasa believes that Nadeko actually does not care about anything or anybody at all, and most likely doesn't really love ''Big Brother Koyomi'', thus the reason for her behavior. She is also worried if Kaiki is able to pull off the scam. On the occasion, Tsubasa asks Kaiki if Oshino has any relatives like a niece and he affirms that just like him, Oshino does not have a family at all, including siblings or such, making the existence of Oshino Ougi very suspicious. Through the following days, Kaiki keeps visiting Nadeko to play with her and bring her presents until the day of Koyomi and Hitagi's graduation finally arrives. After having a final conversation with Hitagi by phone, during which she demands him to never set foot in the city again once the job is done, Kaiki has a short meeting with Yotsugi on the way to the shrine. She repeats her warning and claims Kaiki won't be able to deceive Nadeko. On the occasion, it is revealed that Kaiki used his wits to bring down a cult that was deceiving Hitagi's mother but that ultimately led her to join another cult instead and for Hitagi's sake, he had her mother divorce and leave her family. Upon meeting Nadeko at the shrine, Kaiki attempts to deceive her as planned by claiming that Koyomi, Hitagi and Shinobu were killed in a traffic accident in the previous night, however, she instantly recognizes the lie. ",22.0,3.0,2013-12-22,nan,0
5622,Episode 12,nan,"Mr. Gone tells a story of Julie as a little girl.  We learn of Julie's parents and their personalities.  Young Julie finds a bunny that's been hit by a car.  The way the parents deal with it scars Julie deeply.  During that time, she learns how to deal with problems.  Julie and Sarah clean out Julie's apartment.  Julie is leaving.  Sarah finds the blood-stained shovel.  Julie tells her to throw it out, all the while, pulling roots from her badly cared for plants.",12.0,1.0,nan,nan,nan,1995-06-19,nan,1995-01-01,nan,nan,nan,764,nan,Mike Crunyescha,nan,nan,nan,nan,director,0
4938,Metaphysical and Devotional 1590-1670,nan,"The vigour and audacity of John Donne's love poetry is contrasted with his equally powerful devotional works. The programme then explores the work of Donne's disciple George Herbert, and Andrew Marvell.",6.0,1.0,nan,nan,nan,1984-06-06,nan,1984-01-01,nan,nan,nan,5781,nan,Elaine Stritch,nan,nan,nan,nan,guestStars,0
4826,The Wreckers,nan,nan,7.0,1.0,nan,nan,nan,1957-11-07,nan,1957-01-01,nan,nan,nan,5687,All is Bright,nan,"Ballard and Gharty investigate the death of a man at a laundromat. The Waterfront Bar gets ready for the Christmas holiday. Munch's ex-wife, Gwen, shows up; her mother (a literary critic and author) has died. Tim goes Christmas shopping and runs into Julianna; he invites her to come to the Waterfront's Christmas celebration. Ballard and Gharty interview the victim's girlfriend (as listed in his address book). Cox informs Ballard and Gharty that the victim was HIV positive and she also convinces Kellerman to tell Lewis and Stivers about the Mahoney videotape. Munch gets his brother to give Gwen a deal on her mother's funeral arrangements. The victim's mother knew about his HIV status and about a girlfriend he didn't use protection with, whose name didn't appear in the address book. Ballard and Gharty find this woman and find that she has full-blown, terminal AIDS, and they bring her in for questioning. Ballard feels the woman has suffered enough so she is reluctant to a get her confessi",8.0,6.0,1997-12-12,nan,0
