tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
910,Efficient algorithms for minimizing tree pattern queries,Prakash Ramanan,SIGMOD Conference,2002,56713,Efficient algorithms for minimizing tree pattern queries,P Ramanan,"SIGMOD Conference,",2002.0,1
777,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques","Ioana Manolescu, Stefano Ceri",VLDB,2003,31088,Diffusion of Modern Software Practices: Influence of Centralization and Formalization,RW Zmud,"Management Science,",1982.0,0
1080,An Annotated Bibliography on Real-Time Database Systems,?zg?r Ulusoy,SIGMOD Record,1995,25278,An Annotated Bibliography on Real-Time Database Systems,O Ulusoy,"SIGMOD Record,",1995.0,1
1890,XPath Processing in a Nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",SIGMOD Record,2003,44947,"Moral affect: The good, the bad, and the ugly",JP Tangney,"Journal of Personality and Social Psychology,",1991.0,0
362,A Framework for Change Diagnosis of Data Streams,Charu C. Aggarwal,SIGMOD Conference,2003,31118,Improved speaker segmentation and segments clustering using the bayesian information criterion,"A Tritschler, R Gopinath","Proc. EUROSPEECH,",nan,0
68,Editor's Notes,Ling Liu,SIGMOD Record,2002,23773,Microsoft Access 97 Visual Basic: step by step,E Callahan,1997,nan,0
1692,Monotonic complements for independent data warehouses,"Gottfried Vossen, Jens Lechtenb?rger, Dominique Laurent, Nicolas Spyratos",VLDB J.,2001,14041,Monotonic complements for independent data warehouses,"D Laurent, J Lechtenb?¶rger, N Spyratos, G Vossen","The VLDB Journal The International Journal on Very Large  &hellip;,",2001.0,1
1492,"The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","Jim Gray, Goetz Graefe",SIGMOD Record,1997,39640,Teaching for Critical Thinking: Helping College Students Develop the Skills and Dispositions of a,DF Halpern,"New Directions for Teaching and Learning,",1999.0,0
956,Load Shedding in a Data Stream Manager,"Michael Stonebraker, Nesime Tatbul, Mitch Cherniack, Stanley B. Zdonik, Ugur ?etintemel",VLDB,2003,11258,Distinct differences in cortical reactivity of motor and prefrontal cortices to magnetic stimulation,"S K?¤hk?¶nen, J Wilenius, RJ Ilmoniemi",nan,nan,0
1240,Maintaining Data Privacy in Association Rule Mining,"Shariq Rizvi, Jayant R. Haritsa",VLDB,2002,45449,A Valley Following Approach to the Automatic Delineation of Individual Tree Crowns in High Spatial,FA Gougeon,"Unpublished manuscript,",nan,0
398,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999","Fernando Berzal Galiano, Nicol?s Mar?n",SIGMOD Record,2003,4428,Tutorial: Computer System Monitors,GJ Nutt,nan,nan,0
136,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997,60835,A new ASR approach based on independent processing and recombination of partial frequency bands,"H Bourlard, S Dupont",nan,nan,0
199,OGDI: Toward Interoperability among Geospatial Databases,"Denis Gouin, Henry Kucera, Christian Larouche, Gilles Clement, Paul Morin",SIGMOD Record,1997,35281,OGDI: Toward Interoperability Among Geospatial Databases,GCC Larouche??¦,"SIGMOD RECORD,",nan,1
2140,New Sampling-Based Summary Statistics for Improving Approximate Query Answers,"Phillip B. Gibbons, Yossi Matias",SIGMOD Conference,1998,14577,"Tree-gouging, exudate-eating and the ???short-tusked???condition in Callithrix and Cebuella","AF Coimbra-Filho, RA Mittermeier","See Ref,",nan,0
866,Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996,1163,Obstacle Detection Using a Deformable Model of Vehicles,"S Denasi, G Quaglia",Procs. IEEE Intelligent Vehicles Symposium,nan,0
1373,Composing XSL Transformations with XML Publishing Views,"Chengkai Li, P. P. S. Narayan, Henry F. Korth, Philip Bohannon",SIGMOD Conference,2003,58580,Reduced dietary salt for prevention of cardiovascular disease,"L Hooper, C Bartlett, G Davey Smith, S Ebrahim","Cochrane Database Syst Rev,",2003.0,0
2036,"Data Management in eCommerce: The Good, the Bad, and the Ugly",Avigdor Gal,SIGMOD Conference,2000,51732,"Flactem, 1993",WEG Burwood,nan,nan,0
1447,The Dangers of Replication and a Solution,"Dennis Shasha, Jim Gray, Patrick E. O'Neil, Pat Helland",SIGMOD Conference,1996,129,JADE: Jabber-based Authoring in Distributed Environments,"A Roczniak, A El Saddik","Proceedings of the 13th annual ACM international conference  &hellip;,",2005.0,0
2500,A Shrinking-Based Approach for Multi-Dimensional Data Analysis,"Yuqing Song, Yong Shi, Aidong Zhang",VLDB,2003,36067,Ralph Ellison and the American Comic Tradition,EH Rovit,"Wisconsin Studies in Contemporary Literature,",1960.0,0
22,Supporting Periodic Authorizations and Temporal Reasoning in Database Access Control,"Elena Ferrari, Pierangela Samarati, Claudio Bettini, Elisa Bertino",VLDB,1996,17182,An Object-Based Image Retrieval System and its Visual Query Interface,"WS Li, KS Candan, K Hirata, YH SEMCOG",Demonstration at the SIGMOD Conference on Management of Data,nan,0
1122,Foreword: Management of Semistructured Data,Dan Suciu,SIGMOD Record,1997,35977,Clio: a semi-automatic tool for schema mapping,"MA Hern??ndez, RJ Miller, LM Haas","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001.0,0
1282,Issues in data stream management,"Lukasz Golab, M. Tamer ?zsu",SIGMOD Record,2003,53817,Ask me About the Curriculum Revolution,"PL Chinn, N Greenleaf","&hellip;  presentation, Seattle, Washington, National League for  &hellip;,",nan,0
1896,Multi-Dimensional Database Allocation for Parallel Data Warehouses,"Holger M?rtens, Erhard Rahm, Thomas St?hr",VLDB,2000,54642,Vascular plants of the Pacific Northwest: Part 1,"CL Hitchcock, A Cronquist, M Ownbey, JW Thompson","Saxifragaceae to Ericaceae,",nan,0
1507,Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System,"David Konopnicki, Oded Shmueli",ACM Trans. Database Syst.,1998,45115,Application of clustering techniques to information systems design,"T Raz, AT Yaung","Information and Software Technology,",1995.0,0
962,RRXF: Redundancy reducing XML storage in relations,"Carmem S. Hara, Susan B. Davidson, Yi Chen, Yifeng Zheng",VLDB,2003,15460,Ownership types and safe lazy upgrades in object-oriented databases,"C Boyapati, B Liskov, L Shrira",nan,nan,0
1015,Clustering Categorical Data: An Approach Based on Dynamical Systems,"Prabhakar Raghavan, David Gibson, Jon M. Kleinberg",VLDB,1998,10804,Clustering categorical data: an approach based on dynamical systems,"D Gibson, J Kleinberg, P Raghavan","The VLDB Journal The International Journal on Very Large  &hellip;,",2000.0,1
2343,Semantic B2B Integration: Issues in Ontology-based Applications,"Zhan Cui, Paul O'Brien, Dean M. Jones",SIGMOD Record,2002,15200,Stars der Innovation,AC GmbH,nan,nan,0
1005,Size Separation Spatial Join,"Kenneth C. Sevcik, Nick Koudas",SIGMOD Conference,1997,39056,Measurements of critical mass of the WWR-M fuel assemblies. Sov,"VI Gudkov, VI Didenko, GR Dik, IA Evdokimov, AN","At. Energy,",nan,0
1811,XCache: a semantic caching system for XML queries,"Elke A. Rundensteiner, Song Wang, Li Chen",SIGMOD Conference,2002,7256,Authentic assessment: Testing in reality,MD Svinicki,"New Directions for Teaching and Learning,",2004.0,0
1498,Incremental Organization for Data Recording and Warehousing,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",VLDB,1997,18985,A Software Engineering View of Data Base Systems,cdserv4.inria.fr,"VLDB,",1978.0,0
2224,ACTIVIEW: Adaptive data presentation using SuperSQL,"Motomichi Toyama, Yoko Maeda",VLDB,2001,4198,Power Efficient Data Gathering and Aggregation in Wireless Sensor Networks,"H Tan, I Korpeoglu","SIGMOD RECORD,",2003.0,0
1692,Monotonic complements for independent data warehouses,"Gottfried Vossen, Jens Lechtenb?rger, Dominique Laurent, Nicolas Spyratos",VLDB J.,2001,15992,Maine. The Demonstration of State Work/Welfare Initiatives. Final Report on the Training,P Auspos,1988,nan,0
176,Phoenix Project: Fault-Tolerant Applications,"Roger S. Barga, David B. Lomet",SIGMOD Record,2002,13468,Experimental mathematics: an application to retarded differential equations with infinite lag,"A Feldstein, CK Grafton",Proc. 1968 ACM National,nan,0
2294,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases","Byron Dom, Rakesh Agrawal, Prabhakar Raghavan, Soumen Chakrabarti",VLDB,1997,42911,Measuring individual differences in empathy: Evidence for a multidimensional approach,MH Davis,"Journal of Personality and Social Psychology,",nan,0
2110,Fast Time Sequence Indexing for Arbitrary Lp Norms,"Christos Faloutsos, Byoung-Kee Yi",VLDB,2000,54670,Steady Work and Better Jobs: How to Help Low-Income Parents Sustain Employment and Advance in the,"J Strawn, K Martinsen",2000,nan,0
1610,Semantic Video Indexing: Approach and Issue,Arun Hampapur,SIGMOD Record,1999,50264,"Poster Abstract: WiseMAC, An Ultra Low Power MAC Protocol for the WiseNET Wireless Sensor Network","A El-Hoiydi, JD Decotignie, C Enz, E Le Roux",nan,nan,0
1179,Emancipating instances from the tyranny of classes in information modeling,"Jeffrey Parsons, Yair Wand",ACM Trans. Database Syst.,2000,58543,Application of real-time ultrasonography on boar reproduction,GC Althouse,"Proc 29th Annual AASP Meeting,",nan,0
1169,XML-enabled workflow management for e-services across heterogeneous platforms,"Michael Gillmann, German Shegalov, Gerhard Weikum",VLDB J.,2001,14787,Scholarly Teaching: Developmental Stages of Pedagogical Scholarship.,SA Ronkowski,"New Directions for Teaching and Learning,",1993.0,0
236,"TPC-DS, taking decision support benchmarking to the next level","Bryan Smith, Meikel P?ss, Lubor Koll?r, Per-?ke Larson",SIGMOD Conference,2002,19513,Query Processing in Main Memory Database Systems,"TJ Lehman, MJ Carey",Proc. of the ACM SIGMOD Int???l. Conf. on Management of,nan,0
1976,Object-Oriented Extensions in SQL3: A Status Report,Krishna G. Kulkarni,SIGMOD Conference,1994,58442,Database principles,L Libkin,"ACM SIGMOD Record,",2002.0,0
791,Towards On-Line Analytical Mining in Large Databases,Jiawei Han,SIGMOD Record,1998,38034,"EmeUyanov, LV Konstantinov, and VV Postnikov",I Ya,At.,nan,0
921,Fundamental Techniques for Order Optimization,"Eugene J. Shekita, David E. Simmen, Timothy Malkemus",SIGMOD Conference,1996,33462,"Violet, an Experimental Decentralized System",DK Gifford,"Computer Networks,",nan,0
2059,User-cognizant multidimensional analysis,Sunita Sarawagi,VLDB J.,2001,12764,"Chemistry of the Upper and Lower Atmosphere: theory, Experiments, and Applications Academic","BJ Finlayson-Pitts, JN Pitts","San Diego, Calif,",nan,0
1887,A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,"Carl Medsker, Margaret Christensen, Il-Yeol Song",SIGMOD Record,1995,42717,Assessment in Adult Basic Education Programs,"EN Askov, BL Van Horn, PS Carman","New Directions for Adult and Continuing Education,",1997.0,0
2011,Partition Selection Policies in Object Database Garbage Collection,"Benjamin G. Zorn, Alexander L. Wolf, Jonathan E. Cook",SIGMOD Conference,1994,36602,A fuzzy logic based approach to linguistic summaries of databases,"J Kacprzyk, RR Yager, S Zadrozny","APPLIED MATHEMATICS AND COMPUTER SCIENCE,",2000.0,0
1726,Querying a Multilevel Database: A Logical Analysis,Fr?d?ric Cuppens,VLDB,1996,20892,On the Capacity of Disjointly Shared Networks,"JC Lagarias, AM Odlyzko, D Zagier","Computer Networks,",1986.0,0
83,"Business Process Coordination: State of the Art, Trends, and Open Issues","Meichun Hsu, Rivka Ladin, Umeshwar Dayal",VLDB,2001,61343,"Indexing and Query XML, Data for Regular Path Expressions [A]",MB LI Q,"Proceedings of the International Conference on Very Large  &hellip;,",nan,0
1222,Database Design for Incomplete Relations,"Mark Levene, George Loizou",ACM Trans. Database Syst.,1999,55998,Ontological Analysis of Taxonomic Relationships,"N Guarino, C Welty","LECTURE NOTES IN COMPUTER SCIENCE,",2000.0,0
2035,A Performance Study of Transitive Closure Algorithms,"Raghu Ramakrishnan, Shaul Dar",SIGMOD Conference,1994,56886,Technology matters in Virtual Communities,E Stolterman,"ACM SIGGROUP Bulletin,",1999.0,0
992,Profiling and Internet Connectivity in Automotive Environments,"P. Hasselmayer, Mariano Cilia, Alejandro P. Buchmann",VLDB,2002,40759,Mining association rules from quantitative data,"TP Hong, CS Kuo, SC Chi","Intelligent Data Analysis,",1999.0,0
717,LORE: A Lightweight Object REpository for Semistructured Data,"Janet L. Wiener, Jason McHugh, Serge Abiteboul, Qingshan Luo, Anand Rajaraman, Dallan Quass, Jeffrey D. Ullman, Roy Goldman, Hugo Rivero, Jennifer Widom, Svetlozar Nestorov, Kevin Haas",SIGMOD Conference,1996,58353,Grb10/GrbIR as an in vivo substrate of Tec tyrosine kinase,"H Mano, K Ohya, A Miyazato, Y Yamashita, W Ogawa,","Genes to Cells,",1998.0,0
541,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",VLDB,1995,17672,A Simple Model and its Empirical Validation,"P Jitendra, F Victor, T Don, K Jim, MTCP","Proceedings of ACM SIGCOMM,",nan,0
178,Ensuring Relaxed Atomicity for Flexible Transactions in Multidatabase Systems,"Bharat K. Bhargava, Aidong Zhang, Marian H. Nodine, Omran A. Bukhres",SIGMOD Conference,1994,30432,Inner-Block Operations on Compressed Images,B Shen,nan,nan,0
437,Statement from the Treasurer,Eric N. Hanson,SIGMOD Record,1999,45653,From My Experience Cross-Functional Project Teams In Functionally Aligned Organizations,SK Bishop,"PROJECT MANAGEMENT JOURNAL,",1999.0,0
502,WALRUS: A Similarity Retrieval Algorithm for Image Databases,"Rajeev Rastogi, Kyuseok Shim, Apostol Natsev",SIGMOD Conference,1999,5971,Planning and reduction technique in fracture surgery,"J Mast, R Jakob, R Ganz",1989,nan,0
1261,On Completeness of Historical Relational Query Languages,"James Clifford, Albert Croker, Alexander Tuzhilin",ACM Trans. Database Syst.,1994,6893,Distributed Deviation Detection in Sensor Networks,"TPDPV Kalogeraki, D Gunopulos","SIGMOD Record,",2003.0,0
1383,Online dynamic reordering,"Bhaskaran Raman, Joseph M. Hellerstein, Vijayshankar Raman",VLDB J.,2000,40833,Discharge Forecasting from Glacierized Areas to Optimize Hydroelectric Power Management,"G Dayer, Y Rey","&hellip;  Proceedings of the 25 th International Geographical  &hellip;,",1984.0,0
1512,A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures,"Srinath Srinivasa, Sujit Kumar",VLDB,2003,21346,A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures,"S Srinivasa, S Kumar","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",nan,1
1263,"Towards Adaptive Workflow Systems, CSCW-98 Workshop Report","Mark Klein, Abraham Bernstein, Chrysanthos Dellarocas",SIGMOD Record,1999,11575,Topology control for wireless video surveillance networks,"J Pan, YT Hou, L Cai, Y Shi, SX Shen",Proceedings of ACM Mobicom,nan,0
639,Research in database engineering at the University of Namur,Jean-Luc Hainaut,SIGMOD Record,2003,46821,Service validation,"P Combes, B Renard","Computer Networks,",1999.0,0
703,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"G?nter Sauter, Fernando de Ferreira Rezende",VLDB,1998,32310,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"F de Ferreira Rezende, G Sauter, AG Daimler-Benz","Proceedings of the 24rd International Conference on Very  &hellip;,",1998.0,1
418,Finding Replicated Web Collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000,46267,Software Certificate Management (SoftCeMent???05),"E Denney, B Fischer, D Hutter","Proceedings of the 20th IEEE/ACM international Conference on &hellip;,",2005.0,0
941,NonStop SQL: Scalability and Availability for Decision Support,Susanne Englert,SIGMOD Conference,1994,16499,"Revisiting catamorphisms over datatypes with embedded functions (or, programs from outer space)","L Fegaras, T Sheard","Proceedings of the 23rd ACM SIGPLAN-SIGACT symposium on  &hellip;,",1996.0,0
1057,Asera: Extranet Architecture for B2B Solutions,Anil Nori,VLDB,2000,23947,MayaQuest: A Student-Directed Expedition.,R Hefte,"Social Studies and the Young Learner,",1995.0,0
610,Primitives for Workload Summarization and Implications for SQL,"Surajit Chaudhuri, Prasanna Ganesan, Vivek R. Narasayya",VLDB,2003,10994,An introduction to the bootstrap: Chapman and Hall,"B Efron, RJ Tibshirani","New York,",nan,0
1052,Materialized View and Index Selection Tool for Microsoft SQL Server 2000,"Vivek R. Narasayya, Sanjay Agrawal, Surajit Chaudhuri",SIGMOD Conference,2001,18978,Full text pdf format Pdf (35 KB)Source The VLDB Journal???The International Journal on Very Large,"P Apers, S Ceri, R Snodgrass","The VLDB Journal???The International Journal on Very Large  &hellip;,",2002.0,0
2392,SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment,"Eileen Oi-Yan Mak, Quan Z. Sheng, Boualem Benatallah, Marlon Dumas",VLDB,2002,13261,Competitive routing and flow control in communication networks of parallel links,"SH Rhee, T Konstantopoulos, H Lee, K Chung","Computer Networks,",2003.0,0
