tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
4317,nan,Harper Barnes,nan,nan,nan,nan,nan,nan,nan,"actor,writer",nan,1511,nan,Matti Ij?s,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1887,nan,Jakob Verbruggen,nan,nan,nan,nan,nan,nan,nan,"director,producer,casting_department",nan,5971,nan,Jakob Verbruggen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
4820,nan,James B. Douglas,nan,nan,2009-01-01,1929-01-01,nan,nan,nan,actor,nan,2058,nan,Erin Volkman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3286,nan,Kevin Spacey,nan,nan,nan,1959-01-01,nan,nan,nan,"actor,producer,soundtrack",nan,5628,nan,Douglas L. Stratton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
730,nan,Silvia Munt,nan,nan,nan,1957-01-01,nan,nan,nan,"actress,writer,miscellaneous",nan,5931,Dirty Infrastructure,nan,Mike takes a look at America's report card on its infrastructure and also salutes the workers who help preserve it.,4.0,7.0,nan,nan,nan,2011-01-25,nan,2011-01-01,nan,nan,nan,0
4615,The Misfit,nan,30.0,7.0,nan,nan,nan,1960-01-01,Drama,nan,30.0,5492,Hunters in the Dark,nan,"Wayne and Roland revisit discrepancies in the Purcell case that were hidden or forgotten over the years. Among those being reevaluated is Tom Purcell, as well as Lucy Purcell’s cousin, Dan O’Brien. The glitter of Amelia’s book release is tarnished by a voice from the past.",6.0,3.0,nan,nan,nan,2019-02-10,nan,2019-01-01,nan,nan,nan,0
4842,nan,Joanne Melton,nan,nan,nan,nan,nan,nan,nan,writer,nan,5464,nan,Nathaniel Smith,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2343,The Serpent in the Garden,nan,26.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,49.0,1278,nan,Mito,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2414,nan,Lyudmila Ivanova,nan,nan,2016-01-01,1933-01-01,nan,nan,nan,actress,nan,2852,nan,Lyudmila Ivanova,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
1556,nan,Erika Peters,nan,nan,nan,1935-01-01,nan,nan,nan,actress,nan,786,nan,Neville Chamberlain,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1583,The Man Who Couldn't Smile,nan,25.0,8.0,nan,nan,nan,1961-01-01,Drama,nan,30.0,2438,nan,Jean-Loup Dabadie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2471,The Biggest Fight,nan,17.0,1.0,nan,nan,nan,1958-01-01,Adventure,nan,30.0,3693,nan,Bahadur Aliyev,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2588,nan,Gackt,nan,nan,nan,1973-01-01,nan,nan,nan,"actor,soundtrack,composer",nan,1146,nan,Theodoro Cochrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2869,nan,Lewis Martin,nan,nan,1969-01-01,1894-01-01,nan,nan,nan,actor,nan,4835,nan,Kodansha,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JP,0
947,nan,Bryan Richert,nan,nan,nan,nan,nan,nan,nan,"editor,editorial_department,writer",nan,2886,nan,Richard Pearce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
221,Affirmative Action,nan,9.0,1.0,nan,nan,nan,2000-01-01,Comedy,nan,30.0,1478,The Revenge Society,nan,"'The Guild of Calamitous Intent comes under attack by an insane Phantom Limb, who now goes by the name ''Revenge''. Meanwhile, Hank and Sergeant Hatred must protect the compound from the Guild's agents. We also learn something very interesting about Dean's birthright.",5.0,4.0,nan,nan,nan,2009-11-15,nan,2009-01-01,nan,nan,nan,0
4606,nan,Suzanne Alexander,nan,nan,1975-01-01,1931-01-01,nan,nan,nan,actress,nan,4182,nan,Nevena Kokanova,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4614,Who Is Sylvia?,nan,22.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,3745,The Golden Ocean,nan,"'Historian and sailor Dan Snow presents the second episode in this four-part series examining the remarkable story of how the country's greatest institution - her Navy - has shaped her history. In The Golden Ocean, Snow charts the period from 1690 to 1759 and reveals how England - soon to be Britain - and her Navy rose from the depths of military and economic disaster to achieve global supremacy. In 1690, France ruled the waves and the Royal Navy was in tatters. King William III had taken England into a disastrous war against the most powerful country in Europe. If England was to survive, it needed a new Navy, one capable of carrying the fight to its enemies anywhere in the world. To achieve this would require a national effort unlike anything that had been seen before. King William III's determination to achieve mastery of the seas unleashed a chain reaction of revolutions in finance, industry and agriculture which reshaped the landscape and created the country's first great credit boom. Fifty years before the Industrial Revolution, the Royal Navy became the engine of global change, propelling Britain into the modern world.It had the desired effect at sea. By 1759, French forces around the world were capitulating to Britain's superior Navy. For the first time in her history, Britannia really did rule the waves.",2.0,1.0,nan,nan,nan,2010-01-23,nan,2010-01-01,nan,nan,nan,0
2470,Hunted,nan,11.0,2.0,nan,nan,nan,1994-01-01,"Animation,Comedy,Fantasy",nan,21.0,6026,nan,Yukito Kizawa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4586,nan,Robert Fortier,nan,nan,2005-01-01,1926-01-01,nan,nan,nan,"actor,soundtrack",nan,1943,Chapter 35,nan,The Jordan Valley erupts in chaos as Frank's campaign is picking up steam. Claire gets distrubing intel and counsels him.,9.0,3.0,nan,nan,nan,2015-02-27,nan,2015-01-01,nan,nan,nan,0
465,Lady in Wet Paint,nan,36.0,1.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,3456,nan,Debbie Chazen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1444,nan,Herbert Jarczyk,nan,nan,1968-01-01,1913-01-01,nan,nan,nan,"music_department,composer,soundtrack",nan,5829,nan,Stole Aran?elovi?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
115,nan,Charles Napier,nan,nan,2011-01-01,1936-01-01,nan,nan,nan,"actor,soundtrack,music_department",nan,6007,Reindeer Farm,nan,"Mike goes to Kentucky to try his hand at shrink-wrapping a houseboat. Then he heads off to Palmer, Alaska to spend a day working at a reindeer farm.",19.0,5.0,nan,nan,nan,2009-12-01,nan,2009-01-01,nan,nan,nan,0
2146,nan,Ted Demme,nan,nan,2002-01-01,1963-01-01,nan,nan,nan,"director,producer,actor",nan,5944,nan,Ted Demme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
2783,nan,Fran?ois Sagat,nan,nan,nan,1979-01-01,nan,nan,nan,"actor,director,writer",nan,3108,The Fall,nan,nan,4.0,2.0,nan,nan,nan,1961-10-09,nan,1961-01-01,nan,nan,nan,0
928,nan,Benedict Campbell,nan,nan,nan,1957-01-01,nan,nan,nan,actor,nan,1016,nan,Institut national de recherches arch?ologiques pr?ventives,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FR,0
4719,nan,John Gilbert,nan,nan,nan,nan,nan,nan,nan,actor,nan,609,nan,Kim You-jung,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4105,Unplugged,nan,nan,nan,nan,nan,nan,1989-01-01,"Documentary,Music",nan,60.0,3608,Take a Break,nan,"When Monty sees Violet enjoying doing absolutely nothing, he starts to wonder if it is a good thing to take a break and relax.",53.0,1.0,nan,nan,nan,2017-07-12,nan,2017-01-01,nan,nan,nan,0
4034,Chapter 32,nan,6.0,3.0,nan,nan,nan,2015-01-01,Drama,nan,54.0,4921,Episode 11,nan,"Jandi starts a part time job as a model on the cover of textbook, only to find out that she’s been deceived. In the dangerous moment, a mysterious man comes to the rescue of Jandi, and soon vanishes. The man turns out to be Jeha, a freshman at Shinhwa High School. Jandi and her purported fan, Jeha become friends. Unhappy with Jandi, who spends all her time working at her part-time job, Junpyo finally explodes at seeing Jandi on the magazine cover with model Haje. And Jandi finds the second “Red Card” in her locker.",11.0,1.0,nan,nan,nan,2009-02-09,nan,2009-01-01,nan,nan,nan,0
3191,nan,Christopher Macke,nan,nan,nan,nan,nan,nan,nan,actor,nan,1684,nan,Christopher Macke,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
1442,nan,Laraine Newman,nan,nan,nan,1952-01-01,nan,nan,nan,"actress,soundtrack,miscellaneous",nan,1231,nan,Michael Jaffe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
896,nan,Les Carter,nan,nan,1996-01-01,nan,nan,nan,nan,"writer,actor,miscellaneous",nan,194,Episode 33,nan,nan,33.0,1.0,nan,nan,nan,2003-03-05,nan,2003-01-01,nan,nan,nan,0
2368,Paradise Lost,nan,3.0,1.0,nan,nan,nan,1959-01-01,Adventure,nan,60.0,261,Paradise Lost,nan,nan,3.0,1.0,nan,nan,nan,1959-10-26,nan,1959-01-01,nan,nan,nan,1
3597,The Wonderful Nightingale,nan,23.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,4238,The Wonderful Nightingale,nan,nan,23.0,2.0,nan,nan,nan,1961-03-27,nan,1961-01-01,nan,nan,nan,1
1223,nan,Whitney Ransick,nan,nan,nan,nan,nan,nan,nan,"director,producer,writer",nan,546,nan,Wowie De Guzman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1225,nan,Mary Roberts Rinehart,nan,nan,1958-01-01,1876-01-01,nan,nan,nan,writer,nan,3128,Avicii - Wake Me Up,nan,"'The official video for ''Wake Me Up'' was released a month after the lyric video on 29 July 2013. It features two females: the older girl is Russian fashion model Kristina Romanova, and the younger girl is Laneya Grace. It depicts them and how they are different from the people in their village. One morning, Kristina gets up early and rides off on a horse to a nearby city. She notices a woman with the Avicii logo birthmark like the one on her lower arm. They meet others and then jump into a truck and are then shown to be attending an Avicii concert. The next morning, Kristina rides back on the horse to Laneya. The video ends with them walking down the highway and shots from the concert and the staring villagers from the beginning.",nan,nan,nan,nan,nan,2013-06-17,nan,2013-01-01,4,nan,nan,0
1419,nan,Larry Kerr,nan,nan,1968-01-01,1912-01-01,nan,nan,nan,actor,nan,4088,nan,Viktor Proskurin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
549,nan,Darryl Hickman,nan,nan,nan,1931-01-01,nan,nan,nan,"actor,writer,producer",nan,398,Officer Krupke,nan,Larry is forced to embrace his feminine side; Cheryl competes for a Seinfeld role; a law officer has an unusual name.,8.0,7.0,nan,nan,nan,2009-11-08,nan,2009-01-01,nan,nan,nan,0
4286,nan,Shuntar? Yanagi,nan,nan,nan,1991-01-01,nan,nan,nan,actor,nan,364,nan,Walter Gross,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2036,Bridge on the River Wye,nan,1.0,1.0,nan,nan,nan,2004-01-01,Documentary,nan,48.0,823,nan,Central Globo de Produ??o,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BR,0
2877,nan,Martin Ragaway,nan,nan,1989-01-01,1923-01-01,nan,nan,nan,"writer,miscellaneous,director",nan,1694,The Shark Affair,nan,nan,2.0,1.0,nan,nan,nan,1962-02-27,nan,1962-01-01,nan,nan,nan,0
3778,Partners,nan,11.0,3.0,nan,nan,nan,1995-01-01,"Crime,Drama,Mystery",nan,nan,3787,nan,Kevin Phipps,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
612,nan,Rudolph E. Abel,nan,nan,1974-01-01,1902-01-01,nan,nan,nan,"producer,production_manager,director",nan,5358,nan,Nadir Zeynalov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2595,nan,Joseph Farnham,nan,nan,1931-01-01,1884-01-01,nan,nan,nan,"writer,editor,actor",nan,928,nan,Christopher Fairbank,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
375,nan,Chiemi Chiba,nan,nan,nan,1975-01-01,nan,nan,nan,actress,nan,559,nan,Mutsuo Naganuma,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
826,nan,Hugh Fraser,nan,nan,nan,1945-01-01,nan,nan,nan,actor,nan,4030,Episode 13,nan,nan,13.0,2.0,nan,nan,nan,2017-08-14,nan,2017-01-01,nan,nan,nan,0
78,nan,Johnny Crawford,nan,nan,nan,1946-01-01,nan,nan,nan,"actor,soundtrack,music_department",nan,2374,nan,Cl?udio Vidal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3198,nan,Warren Foster,nan,nan,1971-01-01,1904-01-01,nan,nan,nan,"writer,soundtrack,art_department",nan,2869,nan,Molly Parker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4643,nan,Doreen Lang,nan,nan,1999-01-01,1915-01-01,nan,nan,nan,actress,nan,3166,nan,Yoo Ji-tae,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3707,Return to Trouble,nan,16.0,1.0,nan,nan,nan,1958-01-01,Adventure,nan,30.0,5628,nan,Douglas L. Stratton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4042,nan,Francesco Rosi,nan,nan,2015-01-01,1922-01-01,nan,nan,nan,"writer,director,assistant_director",nan,5766,nan,Francesco Rosi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3543,Officer Krupke,nan,8.0,7.0,nan,nan,nan,2009-01-01,Comedy,nan,29.0,497,nan,Noa Ben-Artzi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2843,The Lamp,nan,4.0,2.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,331,The Lamp,nan,nan,4.0,2.0,nan,nan,nan,1954-09-19,nan,1954-01-01,nan,nan,nan,1
3868,nan,James Wu,nan,nan,nan,nan,nan,nan,nan,nan,nan,4972,nan,James MacDonald,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1902,nan,Paul Brinegar,nan,nan,1995-01-01,1917-01-01,nan,nan,nan,"actor,soundtrack",nan,2381,nan,Jan Kraus,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1629,nan,Albena Katerinska,nan,nan,nan,nan,nan,nan,nan,"editor,editorial_department,sound_department",nan,3122,nan,Miloslav ?vandrl?k,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4532,nan,Boyd Gaines,nan,nan,nan,1953-01-01,nan,nan,nan,"actor,soundtrack",nan,814,nan,Boyd Gaines,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
375,nan,Chiemi Chiba,nan,nan,nan,1975-01-01,nan,nan,nan,actress,nan,5783,nan,Marco Faria,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
488,nan,Galina Volchek,nan,nan,2019-01-01,1933-01-01,nan,nan,nan,"actress,director",nan,5516,nan,Galina Volchek,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
2023,nan,Kiichi Nakai,nan,nan,nan,1961-01-01,nan,nan,nan,actor,nan,1554,nan,Adrian Bailey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3809,Anarquistas Gra?as a Deus,nan,nan,nan,nan,nan,nan,1984-01-01,nan,nan,480.0,5959,"Anarquistas, Gra?as a Deus",nan,nan,nan,nan,1.0,9.0,nan,1984-05-07,1984-05-17,1984-01-01,nan,nan,nan,1
1700,Foisted!,nan,1.0,9.0,nan,nan,nan,2017-01-01,Comedy,nan,37.0,4399,Foisted!,nan,"Larry tries to rid himself of an inept assistant, offends Jeff’s barber and gets into hot water over a new project.",1.0,9.0,nan,nan,nan,2017-10-01,nan,2017-01-01,nan,nan,nan,1
4666,Chapter 24,nan,11.0,2.0,nan,nan,nan,2014-01-01,Drama,nan,54.0,1780,Different Folks,nan,"Monty and Gran disagree over ice cream flavours, leaving him unsure if people who like different things can still be friends.",34.0,1.0,nan,nan,nan,2017-04-20,nan,2017-01-01,nan,nan,nan,0
958,nan,Dana Olsen,nan,nan,nan,nan,nan,nan,nan,"writer,producer,actor",nan,1656,nan,Jerzy Lipman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4312,Ambush on 7th Avenue,nan,2.0,1.0,nan,nan,nan,1973-01-01,"Crime,Drama",nan,60.0,536,nan,Jesse Warn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1094,nan,Don Shelton,nan,nan,1976-01-01,1912-01-01,nan,nan,nan,actor,nan,5393,The Portrait,nan,nan,21.0,6.0,nan,nan,nan,1959-02-22,nan,1959-01-01,nan,nan,nan,0
1057,nan,Ilya Zveryov,nan,nan,nan,nan,nan,nan,nan,writer,nan,1852,nan,Ilya Zveryov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
1168,nan,Meyer Dolinsky,nan,nan,1984-01-01,1923-01-01,nan,nan,nan,writer,nan,3090,Bon Appetit - Shrimp,nan,Isabella Rossellini explores the shrimp.,3.0,3.0,nan,nan,nan,2009-09-14,nan,2009-01-01,nan,nan,nan,0
1430,nan,Francis De Sales,nan,nan,1988-01-01,1912-01-01,nan,nan,nan,actor,nan,3114,nan,Pio del Rio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4901,Alleen op de wereld,nan,nan,nan,nan,nan,2016-01-01,2016-01-01,"Adventure,Family",nan,10.0,2853,nan,Robin Wright,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1006,nan,Michael Sinterniklaas,nan,nan,nan,1972-01-01,nan,nan,nan,"actor,miscellaneous,producer",nan,2802,nan,Eric Wojtanik,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
289,nan,Barun Raha,nan,nan,nan,nan,nan,nan,nan,"cinematographer,camera_department",nan,139,nan,Barun Raha,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3504,nan,George Bruggeman,nan,nan,1967-01-01,1904-01-01,nan,nan,nan,"actor,stunts",nan,3509,Chapter 2,nan,"Francis and Doug plan to frame Secretary of State nominee, Michael Kern. Meanwhile, Zoe's popularity at the Washington Herald continues to grow.",2.0,1.0,nan,nan,nan,2013-02-01,nan,2013-01-01,nan,nan,nan,0
373,Sniper: Part 1,nan,8.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,4522,nan,Radiotelevis?o Portuguesa (RTP),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PT,0
3448,New Slant,nan,8.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,5983,nan,Alex Georgijev,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4709,nan,Dave B. Mitchell,nan,nan,nan,1969-01-01,nan,nan,nan,"actor,sound_department,miscellaneous",nan,1708,nan,Dave B. Mitchell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
2986,nan,Sean McClory,nan,nan,2003-01-01,1924-01-01,nan,nan,nan,"actor,director,soundtrack",nan,1052,nan,TV3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ES,0
4854,nan,Mario Pardo,nan,nan,nan,1944-01-01,nan,nan,nan,"actor,special_effects,art_director",nan,860,Episode 1,nan,"Compulsive gambler Danny arrives in a small Lake District village and gets a job working under a tyrannical, sex-mad chef in a hotel. He loses the job after making local girl Emma pregnant, and takes charge of hiring out boats. But then there’s a tragic accident while he’s phoning in a bet.",1.0,1.0,nan,nan,nan,1997-09-14,nan,1997-01-01,nan,nan,nan,0
3741,Kaddish,nan,17.0,5.0,nan,nan,nan,1997-01-01,"Crime,Drama,Mystery",nan,nan,4059,nan,Harald Zusanek,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4568,nan,Chung Chow,nan,nan,nan,1932-01-01,nan,nan,nan,"actor,miscellaneous,production_manager",nan,3441,Episode 4,nan,nan,4.0,1.0,nan,nan,nan,2019-01-06,nan,2019-01-01,nan,nan,nan,0
5017,nan,Mark Fielder,nan,nan,nan,nan,nan,nan,nan,"producer,director,writer",nan,1926,nan,Kittaya Robinson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4185,nan,Larry Williams,nan,nan,1999-01-01,1950-01-01,nan,nan,nan,"director,art_department",nan,4327,nan,Robert Mark Kamen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4670,nan,Mar?a Luisa Ponte,nan,nan,1996-01-01,1918-01-01,nan,nan,nan,"actress,miscellaneous",nan,545,nan,Amy Kaufman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2258,nan,Brooke Bateman,nan,nan,nan,nan,nan,nan,nan,nan,nan,1901,nan,Jonah Hill,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1593,Docventures,nan,nan,nan,nan,nan,nan,2013-01-01,"Documentary,Talk-Show",nan,nan,1701,Episode 1,nan,nan,1.0,1.0,nan,nan,nan,2018-04-29,nan,2018-01-01,nan,nan,nan,0
2651,nan,Claude Akins,nan,nan,1994-01-01,1926-01-01,nan,nan,nan,actor,nan,2836,nan,Eva Eisenloeffel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4323,nan,Catherine McLeod,nan,nan,1997-01-01,1921-01-01,nan,nan,nan,actress,nan,3560,nan,Kang Seung-yoon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2437,Bully,nan,nan,nan,nan,nan,nan,2017-01-01,"Drama,Musical",nan,58.0,1768,nan,Henry Hauck,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1307,nan,Martin Ashe,nan,nan,1991-01-01,1909-01-01,nan,nan,nan,actor,nan,1577,nan,Eric M. Cuatico,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4487,The Final Country,nan,7.0,3.0,nan,nan,nan,2019-01-01,"Crime,Drama,Mystery",nan,58.0,3685,Rain Shadow,nan,"'Rain Shadow is an Australian television drama series which premiered on 7 October 2007 on ABC TV. It aired on Sundays at 8.30 pm. The six-part series was produced by Southern Star. Music from The Audreys features in the soundtrack for the show, including the main theme.Rain Shadow was shot in the Adelaide Hills in South Australia and is set in the fictional district of Paringa, a dry land farming area in a rain shadow. It tells the story of two characters who become the means of each other's future. It stars Rachel Ward as district vet Kate McDonald and Victoria Thaine as new veterinary assistant Jill Blake.",nan,nan,1.0,6.0,nan,2007-10-07,2007-11-18,2007-01-01,60,Drama,AU,0
1099,nan,Simon Lewis,nan,nan,nan,nan,nan,nan,nan,"producer,production_manager",nan,4345,nan,Yuri Yoshida,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1754,nan,Anthony Sydes,nan,nan,2015-01-01,1941-01-01,nan,nan,nan,"actor,soundtrack",nan,5719,Dear Milkman,nan,nan,15.0,5.0,nan,nan,nan,1958-02-09,nan,1958-01-01,nan,nan,nan,0
4927,Dangerous Verdict,nan,25.0,5.0,nan,nan,nan,1958-01-01,Drama,nan,30.0,5177,nan,Tito Lusiardo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
889,nan,Eli Skorcheva,nan,nan,nan,1954-01-01,nan,nan,nan,actress,nan,3950,nan,Therese Donnelly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1775,nan,Christopher Thornton,nan,nan,nan,1967-01-01,nan,nan,nan,"actor,writer,producer",nan,5583,"[17] Karen Bee, Part 2",nan,"Temptation haunts Koyomi, while visiting Sengoku he is presented with several tempting offers. After surviving each one, his visit to Kanbaru continues to put him in compromising situations.",2.0,2.0,nan,nan,nan,2012-01-15,nan,2012-01-01,nan,nan,nan,0
1148,nan,Tabrett Bethell,nan,nan,nan,1982-01-01,nan,nan,nan,actress,nan,5616,Eeny Meeny Murder Moe,nan,nan,7.0,1.0,nan,nan,nan,2001-06-03,nan,2001-01-01,nan,nan,nan,0
1327,nan,Carl Milletaire,nan,nan,1994-01-01,1912-01-01,nan,nan,nan,actor,nan,4578,nan,Elsbeth Kasteel,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3890,nan,Kristen Bone,nan,nan,nan,nan,nan,nan,nan,"actress,soundtrack",nan,4909,nan,Kathy Altieri,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1991,nan,Lisa Cholodenko,nan,nan,nan,1964-01-01,nan,nan,nan,"director,producer,writer",nan,3069,Episode 1,nan,"In the first of a two-part story, the badly burned body of a disabled man turns up in a remote part of Manchester and a few days later another corpse is discovered. The detectives start to realise the victims were not just murdered, but tortured too. They make an arrest, but it becomes clear their investigation has just scratched the surface. Meanwhile, Janet throws her husband out and Rachel's estranged brother turns up on her doorstep. With Lisa Riley and Pippa Haywood.",1.0,2.0,nan,nan,nan,2012-03-12,nan,2012-01-01,nan,nan,nan,0
